Channel              :,CH1,CH2
Frequency            :,2.507KHz,2.507KHz
Period               :,0.399ms,0.399ms
PK-PK                :,9.520V,3.320V
Average              :,-86.74mV,-56.71mV
Vertical pos         :,160.000000mV,0.000000mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.625000mV
Time interval        :,4.00000uS,4.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
549,-2880.000000,-200.000000
550,-2800.000000,-120.000000
551,-2720.000000,-40.000000
552,-2640.000000,0.000000
553,-2560.000000,80.000000
554,-2400.000000,160.000000
555,-2320.000000,240.000000
556,-2160.000000,280.000000
557,-2000.000000,360.000000
558,-1920.000000,400.000000
559,-1760.000000,480.000000
560,-1600.000000,560.000000
561,-1440.000000,640.000000
562,-1280.000000,680.000000
563,-1120.000000,720.000000
564,-960.000000,800.000000
565,-800.000000,840.000000
566,-640.000000,880.000000
567,-400.000000,920.000000
568,-240.000000,960.000000
569,-80.000000,1000.000000
570,80.000000,1040.000000
571,240.000000,1040.000000
572,400.000000,1080.000000
573,640.000000,1080.000000
574,800.000000,1120.000000
575,880.000000,1080.000000
576,1040.000000,1120.000000
577,1200.000000,1080.000000
578,1360.000000,1080.000000
579,1520.000000,1080.000000
580,1600.000000,1040.000000
581,1760.000000,1040.000000
582,1840.000000,1000.000000
583,1920.000000,960.000000
584,2000.000000,920.000000
585,2080.000000,880.000000
586,2160.000000,840.000000
587,2240.000000,800.000000
588,2240.000000,760.000000
589,2320.000000,680.000000
590,2320.000000,640.000000
591,2320.000000,560.000000
592,2320.000000,520.000000
593,2320.000000,440.000000
594,2320.000000,360.000000
595,2240.000000,280.000000
596,2240.000000,240.000000
597,2160.000000,160.000000
598,2080.000000,80.000000
599,2000.000000,0.000000
600,1920.000000,-80.000000
601,1760.000000,-160.000000
602,1680.000000,-240.000000
603,1600.000000,-320.000000
604,1440.000000,-400.000000
605,1280.000000,-480.000000
606,1120.000000,-560.000000
607,960.000000,-600.000000
608,800.000000,-680.000000
609,640.000000,-760.000000
610,480.000000,-800.000000
611,320.000000,-880.000000
612,160.000000,-920.000000
613,0.000000,-1000.000000
614,-240.000000,-1040.000000
615,-400.000000,-1080.000000
616,-560.000000,-1120.000000
617,-800.000000,-1160.000000
618,-960.000000,-1200.000000
619,-1120.000000,-1200.000000
620,-1280.000000,-1240.000000
621,-1520.000000,-1240.000000
622,-1680.000000,-1280.000000
623,-1840.000000,-1280.000000
624,-2000.000000,-1280.000000
625,-2160.000000,-1280.000000
626,-2320.000000,-1280.000000
627,-2480.000000,-1280.000000
628,-2640.000000,-1240.000000
