Channel              :,CH1,CH2
Frequency            :,2.513KHz,2.513KHz
Period               :,0.398ms,0.398ms
PK-PK                :,10.64V,4.160V
Average              :,-88.00mV,-57.29mV
Vertical pos         :,160.000000mV,0.000000mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.625000mV
Time interval        :,4.00000uS,4.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
669,-2160.000000,720.000000
670,-1920.000000,840.000000
671,-1680.000000,920.000000
672,-1440.000000,1040.000000
673,-1200.000000,1120.000000
674,-960.000000,1200.000000
675,-640.000000,1280.000000
676,-400.000000,1360.000000
677,-80.000000,1440.000000
678,240.000000,1520.000000
679,480.000000,1560.000000
680,720.000000,1640.000000
681,1040.000000,1680.000000
682,1360.000000,1720.000000
683,1600.000000,1760.000000
684,1920.000000,1760.000000
685,2160.000000,1800.000000
686,2400.000000,1800.000000
687,2640.000000,1800.000000
688,2880.000000,1800.000000
689,3120.000000,1800.000000
690,3360.000000,1760.000000
691,3600.000000,1720.000000
692,3760.000000,1720.000000
693,3920.000000,1680.000000
694,4080.000000,1600.000000
695,4240.000000,1560.000000
696,4400.000000,1520.000000
697,4560.000000,1440.000000
698,4640.000000,1360.000000
699,4720.000000,1280.000000
700,4640.000000,1200.000000
701,4720.000000,1080.000000
702,4640.000000,1000.000000
703,4640.000000,880.000000
704,4640.000000,760.000000
705,4640.000000,680.000000
706,4560.000000,560.000000
707,4560.000000,440.000000
708,4480.000000,320.000000
709,4400.000000,200.000000
710,4240.000000,80.000000
711,4160.000000,-40.000000
712,4000.000000,-200.000000
713,3840.000000,-320.000000
714,3680.000000,-440.000000
715,3520.000000,-560.000000
716,3280.000000,-680.000000
717,3040.000000,-760.000000
718,2800.000000,-880.000000
719,2560.000000,-1000.000000
720,2320.000000,-1120.000000
721,2080.000000,-1200.000000
722,1760.000000,-1320.000000
723,1520.000000,-1400.000000
724,1200.000000,-1480.000000
725,960.000000,-1560.000000
726,640.000000,-1640.000000
727,320.000000,-1720.000000
728,80.000000,-1760.000000
729,-240.000000,-1840.000000
730,-560.000000,-1880.000000
731,-880.000000,-1920.000000
732,-1120.000000,-1960.000000
733,-1360.000000,-1960.000000
734,-1680.000000,-2000.000000
735,-1920.000000,-2000.000000
736,-2240.000000,-2000.000000
737,-2480.000000,-2000.000000
738,-2720.000000,-1960.000000
739,-2880.000000,-1960.000000
740,-3120.000000,-1920.000000
741,-3360.000000,-1880.000000
742,-3520.000000,-1840.000000
743,-3680.000000,-1760.000000
744,-3840.000000,-1720.000000
745,-3920.000000,-1640.000000
746,-4080.000000,-1560.000000
747,-4160.000000,-1480.000000
748,-4240.000000,-1400.000000
749,-4320.000000,-1320.000000
750,-4400.000000,-1200.000000
751,-4480.000000,-1120.000000
752,-4480.000000,-1000.000000
753,-4480.000000,-920.000000
754,-4560.000000,-800.000000
755,-4480.000000,-680.000000
756,-4480.000000,-560.000000
757,-4400.000000,-440.000000
758,-4320.000000,-320.000000
759,-4240.000000,-200.000000
760,-4080.000000,-80.000000
761,-3920.000000,40.000000
762,-3680.000000,200.000000
763,-3520.000000,280.000000
764,-3280.000000,400.000000
765,-3120.000000,560.000000
766,-2880.000000,680.000000
767,-2560.000000,800.000000
768,-2320.000000,880.000000
769,-2080.000000,1000.000000
770,-1760.000000,1120.000000
771,-1520.000000,1200.000000
772,-1200.000000,1280.000000
773,-880.000000,1400.000000
774,-560.000000,1440.000000
775,-240.000000,1560.000000
776,0.000000,1640.000000
777,320.000000,1680.000000
778,640.000000,1760.000000
779,960.000000,1800.000000
780,1280.000000,1840.000000
781,1600.000000,1880.000000
782,1920.000000,1920.000000
783,2160.000000,1920.000000
784,2480.000000,1960.000000
785,2720.000000,1960.000000
786,2960.000000,1960.000000
787,3200.000000,1920.000000
788,3520.000000,1920.000000
789,3760.000000,1880.000000
790,3920.000000,1840.000000
791,4160.000000,1800.000000
792,4320.000000,1760.000000
793,4480.000000,1680.000000
794,4640.000000,1640.000000
795,4720.000000,1560.000000
796,4720.000000,1480.000000
797,4720.000000,1400.000000
798,4720.000000,1280.000000
799,4720.000000,1200.000000
800,4720.000000,1080.000000
801,4640.000000,960.000000
802,4640.000000,840.000000
803,4640.000000,720.000000
804,4640.000000,560.000000
805,4560.000000,440.000000
806,4480.000000,320.000000
807,4400.000000,200.000000
808,4320.000000,40.000000
809,4160.000000,-80.000000
810,4000.000000,-200.000000
811,3840.000000,-360.000000
812,3680.000000,-480.000000
813,3440.000000,-600.000000
814,3200.000000,-760.000000
815,3040.000000,-880.000000
816,2720.000000,-1000.000000
817,2480.000000,-1120.000000
818,2240.000000,-1200.000000
819,1920.000000,-1320.000000
820,1680.000000,-1440.000000
821,1360.000000,-1520.000000
822,1040.000000,-1640.000000
823,720.000000,-1720.000000
824,400.000000,-1760.000000
825,160.000000,-1840.000000
826,-160.000000,-1920.000000
827,-480.000000,-1960.000000
828,-800.000000,-2040.000000
829,-1120.000000,-2040.000000
830,-1440.000000,-2080.000000
831,-1680.000000,-2120.000000
